SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
162,06,000,40256,00000,00000,0,A,La Palma city,California,15568,15522,15543,15675,15759,15852,15830,15821,15762,15666,15568
162,06,000,40340,00000,00000,0,A,La Puente city,California,39816,39832,39845,40038,40184,40334,40407,40465,40316,40148,39908
162,06,000,40354,00000,00000,0,A,La Quinta city,California,37467,37475,37682,38151,38511,39141,39771,40241,40812,41209,41535
162,06,000,40438,00000,00000,0,A,Larkspur city,California,11926,11934,11947,12048,12103,12214,12317,12415,12392,12341,12328
162,06,000,40704,00000,00000,0,A,Lathrop city,California,18023,17589,17699,18317,18620,19133,19528,20301,21574,22240,23284
162,06,000,40830,00000,00000,0,A,La Verne city,California,31063,31121,31130,31261,31385,31703,32290,32498,32413,32319,32206
162,06,000,40886,00000,00000,0,A,Lawndale city,California,32769,32769,32776,32910,33033,33132,33174,33201,33086,32932,32754
162,06,000,41124,00000,00000,0,A,Lemon Grove city,California,25320,25318,25381,25605,25941,26129,26424,26582,26805,27004,26969
162,06,000,41152,00000,00000,0,A,Lemoore city,California,24531,24531,24535,24469,24619,24839,25025,25471,25691,26270,26474
162,06,000,41474,00000,00000,0,A,Lincoln city,California,42819,42926,43101,43771,44246,45028,45746,46323,47021,47596,47978
162,06,000,41712,00000,00000,0,A,Lindsay city,California,11768,11748,11764,12652,12770,12937,13110,13154,13224,13260,13474
162,06,000,41936,00000,00000,0,A,Live Oak city,California,8392,8466,8463,8550,8363,8377,8392,8425,8726,8751,8771
162,06,000,41992,00000,00000,0,A,Livermore city,California,80968,81414,81591,82583,83843,85476,87058,88246,89535,90030,90269
162,06,000,42006,00000,00000,0,A,Livingston city,California,13058,13020,13069,13364,13418,13466,13727,13815,13920,14079,14427
162,06,000,42202,00000,00000,0,A,Lodi city,California,62134,62134,62268,62754,63073,63166,63637,64231,64509,65629,66995
162,06,000,42370,00000,00000,0,A,Loma Linda city,California,23261,23304,23367,23535,23638,23704,23767,23974,24117,24161,24382
162,06,000,42468,00000,00000,0,A,Lomita city,California,20256,20259,20267,20370,20502,20612,20643,20692,20665,20613,20521
162,06,000,42524,00000,00000,0,A,Lompoc city,California,42434,42438,42321,42191,43087,43406,43903,43949,43570,43306,42760
162,06,000,43000,00000,00000,0,A,Long Beach city,California,462257,462211,462440,464569,467064,468303,469539,470708,469435,467367,467354
162,06,000,43140,00000,00000,0,A,Loomis town,California,6430,6415,6433,6522,6577,6639,6684,6690,6745,6795,6823
162,06,000,43224,00000,00000,0,A,Los Alamitos city,California,11449,11421,11436,11536,11607,11650,11683,11677,11646,11582,11529
162,06,000,43280,00000,00000,0,A,Los Altos city,California,28976,29024,29092,29475,29822,30029,30297,30686,30750,30687,30531
162,06,000,43294,00000,00000,0,A,Los Altos Hills town,California,7922,8057,8076,8155,8274,8356,8453,8483,8577,8571,8559
162,06,000,44000,00000,00000,0,A,Los Angeles city,California,3792621,3792820,3795370,3821136,3852532,3883916,3913260,3943215,3969262,3982002,3990456
162,06,000,44028,00000,00000,0,A,Los Banos city,California,35972,35971,36072,36376,36514,36637,36862,37201,37524,38986,40074
162,06,000,44112,00000,00000,0,A,Los Gatos town,California,29413,29718,29796,30128,30455,30740,31000,30993,31007,30925,30680
162,06,000,44364,00000,00000,0,A,Loyalton city,California,769,766,761,732,722,714,702,707,698,709,699
162,06,000,44574,00000,00000,0,A,Lynwood city,California,69772,69766,69601,69669,70603,71197,71259,71485,71087,70793,70504
162,06,000,44826,00000,00000,0,A,McFarland city,California,12707,12707,12724,12785,12363,12437,13587,13958,14504,15022,15182
162,06,000,45022,00000,00000,0,A,Madera city,California,61416,61416,61511,61818,62311,62695,63196,63672,64193,65068,65706
162,06,000,45246,00000,00000,0,A,Malibu city,California,12645,12634,12640,12691,12752,12810,12842,12870,12861,12819,12777
162,06,000,45358,00000,00000,0,A,Mammoth Lakes town,California,8234,8234,8231,8284,8227,8061,8090,8023,8114,8110,8127
162,06,000,45400,00000,00000,0,A,Manhattan Beach city,California,35135,35132,35124,35239,35361,35450,35494,35550,35664,35759,35532
162,06,000,45484,00000,00000,0,A,Manteca city,California,67096,67286,67674,69188,70846,71740,73121,74998,76716,78952,81592
162,06,000,45736,00000,00000,0,A,Maricopa city,California,1154,1154,1155,1162,1170,1179,1184,1186,1184,1191,1193
162,06,000,45778,00000,00000,0,A,Marina city,California,19718,19718,19744,19879,20158,20285,20699,21100,21655,22029,22535
162,06,000,46114,00000,00000,0,A,Martinez city,California,35824,36036,36163,36507,36831,37132,37490,38056,38324,38388,38402
162,06,000,46170,00000,00000,0,A,Marysville city,California,12072,12072,12094,12096,12114,12158,12167,12155,12194,12375,12518
162,06,000,46492,00000,00000,0,A,Maywood city,California,27395,27395,27396,27492,27569,27647,27668,27686,27594,27464,27298
162,06,000,46828,00000,00000,0,A,Mendota city,California,11014,11148,11174,11344,11364,11360,11355,11383,11400,11407,11404
162,06,000,46842,00000,00000,0,A,Menifee city,California,77519,77496,78044,79786,81165,83210,84708,86616,88286,90334,92595
162,06,000,46870,00000,00000,0,A,Menlo Park city,California,32026,32019,32081,32453,32830,33029,33232,33407,33986,34186,34549
162,06,000,46898,00000,00000,0,A,Merced city,California,78958,78957,79134,79720,80265,80758,81198,81878,82353,82677,83316
162,06,000,47486,00000,00000,0,A,Millbrae city,California,21532,21537,21573,21849,22130,22491,22686,22816,22773,22647,22557
162,06,000,47710,00000,00000,0,A,Mill Valley city,California,13903,13905,13922,14064,14160,14310,14383,14382,14355,14283,14295
162,06,000,47766,00000,00000,0,A,Milpitas city,California,66790,66820,66730,67126,68880,69975,73608,77537,77878,77906,80430
162,06,000,48256,00000,00000,0,A,Mission Viejo city,California,93305,93112,93237,94038,94671,96069,96716,96664,96299,95698,95202
162,06,000,48354,00000,00000,0,A,Modesto city,California,201165,203119,203314,204041,205108,206182,207781,209366,211334,213198,215030
162,06,000,48648,00000,00000,0,A,Monrovia city,California,36590,36600,36601,36750,36875,37018,37102,37202,37079,36907,36715
162,06,000,48690,00000,00000,0,A,Montague city,California,1443,1443,1444,1430,1413,1395,1391,1392,1394,1403,1404
162,06,000,48788,00000,00000,0,A,Montclair city,California,36664,36649,36748,37290,37461,37953,38250,38495,38838,39186,39437
162,06,000,48816,00000,00000,0,A,Montebello city,California,62500,62490,62495,62915,63150,63321,63380,63457,63226,62916,62632
162,06,000,48872,00000,00000,0,A,Monterey city,California,27810,27697,27915,28255,28772,28629,28589,28549,28633,28487,28289
162,06,000,48914,00000,00000,0,A,Monterey Park city,California,60269,60226,60222,60471,60674,60840,60890,60989,60930,60769,60401
162,06,000,48956,00000,00000,0,A,Monte Sereno city,California,3341,3316,3329,3359,3400,3442,3473,3490,3512,3513,3487
162,06,000,49138,00000,00000,0,A,Moorpark city,California,34421,34517,34640,34907,35016,35154,35503,36049,36521,36648,36576
162,06,000,49187,00000,00000,0,A,Moraga town,California,16016,16006,16057,16308,16479,16758,17000,17224,17439,17590,17692
162,06,000,49270,00000,00000,0,A,Moreno Valley city,California,193365,193305,194241,196577,198218,200224,201874,202958,204742,206713,209050
162,06,000,49278,00000,00000,0,A,Morgan Hill city,California,37882,37905,38005,38775,39437,40979,42033,42948,44393,44911,45135
162,06,000,49362,00000,00000,0,A,Morro Bay city,California,10234,10235,10245,10281,10366,10449,10500,10580,10616,10614,10581
162,06,000,49670,00000,00000,0,A,Mountain View city,California,74066,73997,74227,75102,76514,77978,79185,80378,80852,81197,83377
162,06,000,49852,00000,00000,0,A,Mount Shasta city,California,3394,3392,3390,3352,3310,3263,3273,3277,3276,3295,3287
162,06,000,50076,00000,00000,0,A,Murrieta city,California,103466,103680,104181,105329,106491,107379,108089,109451,111606,113116,114985
162,06,000,50258,00000,00000,0,A,Napa city,California,76915,77097,77197,77698,78201,78777,79449,79744,79781,79336,79263
162,06,000,50398,00000,00000,0,A,National City city,California,58582,58560,58626,59045,59384,59799,60168,60774,61038,61149,61431
162,06,000,50734,00000,00000,0,A,Needles city,California,4844,4826,4836,4877,4899,4908,4930,4949,4968,4987,4982
162,06,000,50874,00000,00000,0,A,Nevada City city,California,3068,3067,3080,3103,3094,3094,3070,3151,3143,3139,3142
162,06,000,50916,00000,00000,0,A,Newark city,California,42573,42573,42629,43021,43544,44098,44663,45241,45857,47379,48198
162,06,000,51140,00000,00000,0,A,Newman city,California,10224,10263,10275,10530,10586,10639,10723,10849,11076,11307,11658
162,06,000,51182,00000,00000,0,A,Newport Beach city,California,85186,85222,85343,86094,86565,86940,86773,86697,86647,85876,85326
162,06,000,51560,00000,00000,0,A,Norco city,California,27063,27032,27059,27179,27271,26846,26816,26125,26618,26665,26610
162,06,000,52526,00000,00000,0,A,Norwalk city,California,105549,105549,105547,105915,106019,106192,106282,106365,106002,105620,105120
162,06,000,52582,00000,00000,0,A,Novato city,California,51904,51872,51974,52682,53229,54155,54879,55437,55939,55707,55655
162,06,000,52694,00000,00000,0,A,Oakdale city,California,20675,20737,20816,20944,21224,21459,21767,22128,22572,23037,23455
162,06,000,53000,00000,00000,0,A,Oakland city,California,390724,390792,391449,396135,401228,406844,413156,418263,420798,423869,429082
162,06,000,53070,00000,00000,0,A,Oakley city,California,35432,35432,35675,36606,37196,38164,39148,39727,40680,41611,42129
162,06,000,53322,00000,00000,0,A,Oceanside city,California,167086,167382,167919,169853,171467,173088,174259,175188,175495,175930,176080
162,06,000,53476,00000,00000,0,A,Ojai city,California,7461,7461,7474,7508,7534,7569,7591,7595,7577,7550,7496
162,06,000,53896,00000,00000,0,A,Ontario city,California,163924,163925,164369,165759,166665,167166,168199,170332,172709,175482,181107
162,06,000,53980,00000,00000,0,A,Orange city,California,136416,136432,136762,138207,139070,139705,139189,140313,140434,140100,139484
162,06,000,54008,00000,00000,0,A,Orange Cove city,California,9078,9072,9080,9514,9531,9534,9533,9559,9572,9579,9571
162,06,000,54232,00000,00000,0,A,Orinda city,California,17643,17751,17812,18116,18328,18672,18971,19243,19510,19683,19806
162,06,000,54274,00000,00000,0,A,Orland city,California,7291,7331,7372,7443,7389,7435,7482,7481,7512,7618,7644
162,06,000,54386,00000,00000,0,A,Oroville city,California,15546,18725,18702,18610,18637,18732,18938,18968,19018,19144,19204
162,06,000,54652,00000,00000,0,A,Oxnard city,California,197899,197964,198465,199904,201084,202858,204626,206408,207754,209173,209877
162,06,000,54806,00000,00000,0,A,Pacifica city,California,37234,37304,37361,37813,38311,38706,39064,39295,39247,38959,38759
162,06,000,54848,00000,00000,0,A,Pacific Grove city,California,15041,15039,15082,15218,15362,15448,15514,15578,15616,15610,15546
162,06,000,55156,00000,00000,0,A,Palmdale city,California,152750,152751,152962,154035,154942,156614,156929,157196,156992,156808,156667
162,06,000,55184,00000,00000,0,A,Palm Desert city,California,48445,48450,48685,49248,49779,50370,50933,51570,52096,52802,53185
162,06,000,55254,00000,00000,0,A,Palm Springs city,California,44552,44540,44766,45205,45701,46148,46629,47105,47570,48028,48375
162,06,000,55282,00000,00000,0,A,Palo Alto city,California,64403,64395,64545,65358,66116,66655,66901,66832,67406,67219,66666
162,06,000,55380,00000,00000,0,A,Palos Verdes Estates city,California,13438,13438,13436,13482,13514,13551,13561,13573,13558,13481,13404
162,06,000,55520,00000,00000,0,A,Paradise town,California,26218,26199,26175,26061,26148,26230,26345,26387,26505,26674,26800
162,06,000,55618,00000,00000,0,A,Paramount city,California,54098,54098,54107,54334,54594,54882,54949,55017,54840,54666,54387
162,06,000,55856,00000,00000,0,A,Parlier city,California,14494,14508,14526,14616,14702,14799,14916,15066,15135,15209,15286
162,06,000,56000,00000,00000,0,A,Pasadena city,California,137122,137120,137123,137678,138163,139391,139665,141211,141833,141995,141371
162,06,000,56112,00000,00000,0,A,Patterson city,California,20413,20564,20583,20655,20768,20930,21221,21458,21771,22082,22352
162,06,000,56700,00000,00000,0,A,Perris city,California,68386,68565,69005,70434,71256,72343,73561,74708,76168,77692,79133
162,06,000,56784,00000,00000,0,A,Petaluma city,California,57941,57938,58008,58200,58692,59306,59725,60287,60486,60708,61917
162,06,000,56924,00000,00000,0,A,Pico Rivera city,California,62942,62948,62953,63225,63452,63636,63696,63754,63542,63241,62888
162,06,000,56938,00000,00000,0,A,Piedmont city,California,10667,10684,10701,10805,10938,11078,11224,11350,11385,11342,11238
162,06,000,57288,00000,00000,0,A,Pinole city,California,18390,18330,18377,18528,18704,18887,19066,19233,19328,19320,19318
162,06,000,57414,00000,00000,0,A,Pismo Beach city,California,7655,7650,7662,7691,7776,7850,7895,8111,8174,8218,8213
162,06,000,57456,00000,00000,0,A,Pittsburg city,California,63264,63259,63520,64547,65534,66668,68003,69273,70797,71963,72437
162,06,000,57526,00000,00000,0,A,Placentia city,California,50533,50917,50998,51510,51859,52136,52150,52260,52221,51982,51671
162,06,000,57540,00000,00000,0,A,Placerville city,California,10389,10479,10467,10426,10437,10555,10667,10759,10806,11011,11048
162,06,000,57764,00000,00000,0,A,Pleasant Hill city,California,33152,33101,33181,33445,33766,34099,34426,34733,34906,34907,34903
162,06,000,57792,00000,00000,0,A,Pleasanton city,California,70285,70282,70386,71142,72119,74060,77504,79277,82314,82744,82372
162,06,000,57834,00000,00000,0,A,Plymouth city,California,1005,987,985,978,969,966,963,972,983,994,1034
162,06,000,57876,00000,00000,0,A,Point Arena city,California,449,449,449,447,448,446,448,448,450,450,453
162,06,000,58072,00000,00000,0,A,Pomona city,California,149058,149030,149083,149682,150484,151137,152325,152553,152637,152659,152361
162,06,000,58240,00000,00000,0,A,Porterville city,California,54165,58152,58254,58626,58826,59038,59184,59952,59948,59989,59988
162,06,000,58296,00000,00000,0,A,Port Hueneme city,California,21723,21723,21707,21742,21810,22108,22048,22344,22265,22245,22173
162,06,000,58352,00000,00000,0,A,Portola city,California,2104,2104,2093,2060,2012,1960,1932,1914,1935,1929,1932
162,06,000,58380,00000,00000,0,A,Portola Valley town,California,4353,4355,4361,4412,4469,4518,4577,4608,4616,4598,4598
162,06,000,58520,00000,00000,0,A,Poway city,California,47811,47806,47954,48626,49009,49398,49680,49921,49973,49856,49704
162,06,000,59444,00000,00000,0,A,Rancho Cordova city,California,64776,64805,65070,65971,66733,67740,69420,70666,72183,73418,74585
162,06,000,59451,00000,00000,0,A,Rancho Cucamonga city,California,165269,165380,166232,167945,170015,170910,173355,174367,175975,177115,177751
162,06,000,59500,00000,00000,0,A,Rancho Mirage city,California,17218,17142,17218,17358,17477,17614,17770,17897,18067,18235,18336
162,06,000,59514,00000,00000,0,A,Rancho Palos Verdes city,California,41643,41660,41666,42006,42193,42325,42381,42428,42343,42177,41928
162,06,000,59587,00000,00000,0,A,Rancho Santa Margarita city,California,47853,47855,47920,48337,48606,49067,49108,49080,48896,48629,48325
162,06,000,59892,00000,00000,0,A,Red Bluff city,California,14076,14071,14087,14061,14060,14027,13985,14084,14147,14237,14283
162,06,000,59920,00000,00000,0,A,Redding city,California,89861,89861,89900,90176,90397,90775,91151,90990,91210,91605,91772
162,06,000,59962,00000,00000,0,A,Redlands city,California,68747,68675,68809,69323,69658,69837,70264,70690,71108,71428,71586
162,06,000,60018,00000,00000,0,A,Redondo Beach city,California,66748,66924,66929,67194,67459,67666,67728,67847,67905,67609,67412
162,06,000,60102,00000,00000,0,A,Redwood City city,California,76815,76822,77018,77979,79211,81075,82793,85318,85328,86385,86200
162,06,000,60242,00000,00000,0,A,Reedley city,California,24194,24224,24333,24685,24774,24931,25331,25482,25525,25548,25579
162,06,000,60466,00000,00000,0,A,Rialto city,California,99171,99112,99338,100579,101315,101603,102107,102572,102992,103326,103440
162,06,000,60620,00000,00000,0,A,Richmond city,California,103701,103262,103639,104888,106044,107119,107969,109082,109652,109786,110146
162,06,000,60704,00000,00000,0,A,Ridgecrest city,California,27616,27616,27685,27905,28286,28583,28612,28649,28644,28742,28940
162,06,000,60900,00000,00000,0,A,Rio Dell city,California,3368,3368,3372,3394,3366,3366,3367,3372,3402,3402,3390
162,06,000,60984,00000,00000,0,A,Rio Vista city,California,7360,7361,7384,7444,7549,7716,8010,8290,8613,8968,9239
162,06,000,61026,00000,00000,0,A,Ripon city,California,14297,14297,14335,14484,14608,14689,14881,15055,15416,15613,15896
162,06,000,61068,00000,00000,0,A,Riverbank city,California,22678,22671,22759,23104,23229,23407,23616,23892,24285,24611,24780
162,06,000,62000,00000,00000,0,A,Riverside city,California,303871,304033,305568,309556,312432,315667,317887,320673,323877,326988,330063
162,06,000,62364,00000,00000,0,A,Rocklin city,California,56974,57131,57473,58425,58963,59622,60080,60945,62666,64738,67221
162,06,000,62546,00000,00000,0,A,Rohnert Park city,California,40971,40818,40856,40983,41063,41321,42101,42303,42597,42728,43753
162,06,000,62602,00000,00000,0,A,Rolling Hills city,California,1860,1860,1860,1867,1879,1887,1886,1884,1883,1874,1867
162,06,000,62644,00000,00000,0,A,Rolling Hills Estates city,California,8067,8060,8063,8099,8149,8189,8201,8222,8216,8189,8141
162,06,000,62896,00000,00000,0,A,Rosemead city,California,53764,53771,53798,54030,54239,54435,54482,54510,54423,54310,54412
162,06,000,62938,00000,00000,0,A,Roseville city,California,118788,119156,119795,122596,124311,126659,128304,129961,132699,135101,139117
162,06,000,62980,00000,00000,0,A,Ross town,California,2415,2426,2428,2447,2457,2479,2491,2488,2480,2469,2465
162,06,000,64000,00000,00000,0,A,Sacramento city,California,466488,466390,467302,470914,474309,478360,483006,488353,494324,500944,508529
162,06,000,64140,00000,00000,0,A,St. Helena city,California,5814,5810,5817,5854,5876,5916,5940,6023,6105,6158,6152
162,06,000,64224,00000,00000,0,A,Salinas city,California,150441,150615,150904,152454,153901,155097,155913,156512,157144,156824,156259
162,06,000,64434,00000,00000,0,A,San Anselmo town,California,12336,12304,12315,12412,12468,12585,12622,12610,12573,12519,12519
162,06,000,65000,00000,00000,0,A,San Bernardino city,California,209924,209662,209853,211402,212444,213111,213588,214709,215431,216296,215941
162,06,000,65028,00000,00000,0,A,San Bruno city,California,41114,41067,41104,41519,42093,42567,42975,43219,43166,43158,43047
162,06,000,65042,00000,00000,0,A,San Buenaventura (Ventura) city,California,106433,107236,107458,108340,109064,109419,109641,109839,110127,110346,111128
162,06,000,65070,00000,00000,0,A,San Carlos city,California,28406,28376,28415,28750,29128,29437,29739,29914,29903,30386,30364
162,06,000,65084,00000,00000,0,A,San Clemente city,California,63522,63478,63586,64240,64613,64862,64979,65193,65256,65043,64857
162,06,000,65112,00000,00000,0,A,Sand City city,California,334,334,335,337,340,344,378,379,382,385,398
162,06,000,66000,00000,00000,0,A,San Diego city,California,1307402,1301949,1305970,1319697,1337149,1355951,1376725,1388674,1403865,1414427,1425976
162,06,000,66070,00000,00000,0,A,San Dimas city,California,33371,33375,33379,33512,33650,33766,34349,34382,34283,34176,33982
162,06,000,66140,00000,00000,0,A,San Fernando city,California,23645,23640,23644,23745,23784,24105,24419,24740,24666,24595,24510
162,06,000,67000,00000,00000,0,A,San Francisco city,California,805235,805184,805550,815677,829027,839841,851116,863836,872795,879166,883305
162,06,000,67042,00000,00000,0,A,San Gabriel city,California,39718,39644,39649,39817,39961,40064,40092,40141,40347,40331,40335
162,06,000,67056,00000,00000,0,A,Sanger city,California,24270,24262,24299,24447,24513,24590,24679,24826,24971,25094,25313
162,06,000,67112,00000,00000,0,A,San Jacinto city,California,44199,44224,44428,44970,45386,45867,46282,46705,47391,48159,48867
162,06,000,67126,00000,00000,0,A,San Joaquin city,California,4001,3994,3996,3998,4002,4007,4007,4017,4025,4032,4032
162,06,000,68000,00000,00000,0,A,San Jose city,California,945942,952060,954492,969948,983322,1001253,1014418,1026099,1030359,1032136,1030119
162,06,000,68014,00000,00000,0,A,San Juan Bautista city,California,1862,1851,1858,1869,1888,1906,1916,1935,1965,1973,1965
162,06,000,68028,00000,00000,0,A,San Juan Capistrano city,California,34593,34426,34484,34869,35112,35549,35812,35981,35999,35942,36013
162,06,000,68084,00000,00000,0,A,San Leandro city,California,84950,84967,85113,85916,86989,88102,89239,90539,90666,90297,89703
162,06,000,68154,00000,00000,0,A,San Luis Obispo city,California,45119,45164,45201,45388,45774,46290,46531,47069,47378,47441,47446
162,06,000,68196,00000,00000,0,A,San Marcos city,California,83781,83642,83942,85023,86863,89494,92471,93338,95116,95811,96847
162,06,000,68224,00000,00000,0,A,San Marino city,California,13147,13110,13110,13163,13207,13254,13285,13334,13319,13272,13186
162,06,000,68252,00000,00000,0,A,San Mateo city,California,97207,97207,97399,98538,99859,101385,102773,103581,104420,104399,105025
162,06,000,68294,00000,00000,0,A,San Pablo city,California,29139,29512,29478,29524,29808,30102,30387,30745,31018,31085,31124
162,06,000,68364,00000,00000,0,A,San Rafael city,California,57713,57696,57796,58229,58452,59005,59146,59095,58932,58794,58704
162,06,000,68378,00000,00000,0,A,San Ramon city,California,72148,71423,71597,72186,72874,73595,74375,75163,75708,75761,75839
162,06,000,69000,00000,00000,0,A,Santa Ana city,California,324528,324778,325340,328255,330650,333887,333669,333736,334175,333007,332725
162,06,000,69070,00000,00000,0,A,Santa Barbara city,California,88410,88380,88470,88612,89312,90127,90880,91334,91579,91574,91350
162,06,000,69084,00000,00000,0,A,Santa Clara city,California,116468,116497,116808,117888,119420,120590,122097,126154,126561,126803,129488
162,06,000,69088,00000,00000,0,A,Santa Clarita city,California,176320,204142,204213,205317,206285,207123,208180,209247,209668,209895,210089
162,06,000,69112,00000,00000,0,A,Santa Cruz city,California,59946,59943,60581,61433,61963,62749,63197,64119,64452,64860,64725
162,06,000,69154,00000,00000,0,A,Santa Fe Springs city,California,16223,16218,16256,16495,16718,16991,17371,17883,17983,17896,17832
162,06,000,69196,00000,00000,0,A,Santa Maria city,California,99553,99595,99690,100299,101149,102112,103096,104532,105896,106375,107408
162,06,000,70000,00000,00000,0,A,Santa Monica city,California,89736,89742,89763,90492,91369,92115,92180,92545,92330,91902,91411
162,06,000,70042,00000,00000,0,A,Santa Paula city,California,29321,29272,29331,29762,29932,30115,30371,30372,30293,30194,30011
162,06,000,70098,00000,00000,0,A,Santa Rosa city,California,167815,175082,175304,176351,177263,178933,180921,181968,182475,182248,177586
162,06,000,70224,00000,00000,0,A,Santee city,California,53413,53420,53642,54525,55395,56179,56867,57530,57754,57900,58115
162,06,000,70280,00000,00000,0,A,Saratoga city,California,29926,29993,30077,30353,30689,30966,31021,30990,30957,30813,30599
162,06,000,70364,00000,00000,0,A,Sausalito city,California,7061,6952,6958,7017,7047,7116,7160,7159,7137,7107,7100
162,06,000,70588,00000,00000,0,A,Scotts Valley city,California,11580,11573,11581,11622,11658,11751,11841,11923,11929,11910,11842
162,06,000,70686,00000,00000,0,A,Seal Beach city,California,24168,24077,24111,24326,24466,24553,24529,24503,24437,24246,24119
162,06,000,70742,00000,00000,0,A,Seaside city,California,33025,33025,33096,33338,33751,33963,33990,34318,34276,33959,33930
162,06,000,70770,00000,00000,0,A,Sebastopol city,California,7379,7392,7400,7464,7510,7580,7631,7659,7673,7646,7768
162,06,000,70882,00000,00000,0,A,Selma city,California,23219,23365,23445,23558,23880,24260,24328,24449,24699,24716,24807
162,06,000,71106,00000,00000,0,A,Shafter city,California,16988,17104,17161,17443,17196,17284,17626,18387,19015,19502,20058
162,06,000,71225,00000,00000,0,A,Shasta Lake city,California,10164,10164,10146,10098,10094,10106,10113,10092,10103,10169,10248
162,06,000,71806,00000,00000,0,A,Sierra Madre city,California,10917,10917,10917,10961,11000,11036,11066,11082,11040,10989,10917
162,06,000,71876,00000,00000,0,A,Signal Hill city,California,11016,11018,11018,11060,11147,11296,11431,11481,11621,11570,11555
162,06,000,72016,00000,00000,0,A,Simi Valley city,California,124237,124243,124469,125034,125319,125939,126338,126290,126196,126366,125851
162,06,000,72506,00000,00000,0,A,Solana Beach city,California,12867,12867,12898,13014,13118,13225,13291,13387,13417,13394,13379
162,06,000,72520,00000,00000,0,A,Soledad city,California,25738,25738,26029,26393,26463,25776,25258,24909,25610,26159,26013
162,06,000,72576,00000,00000,0,A,Solvang city,California,5245,5223,5231,5254,5303,5354,5469,5683,5755,5872,5876
162,06,000,72646,00000,00000,0,A,Sonoma city,California,10648,10652,10663,10701,10799,10867,10966,11011,11053,11079,11248
162,06,000,72674,00000,00000,0,A,Sonora city,California,4903,4904,4898,4866,4816,4812,4803,4804,4812,4839,4870
162,06,000,72996,00000,00000,0,A,South El Monte city,California,20116,20099,20104,20193,20269,20349,20361,20701,20837,20872,20767
162,06,000,73080,00000,00000,0,A,South Gate city,California,94396,94412,94438,94606,94616,94737,94831,95723,95396,94997,94443
162,06,000,73108,00000,00000,0,A,South Lake Tahoe city,California,21403,21397,21410,21373,21290,21360,21517,21730,21771,21944,22036
162,06,000,73220,00000,00000,0,A,South Pasadena city,California,25619,25601,25604,25701,25806,25887,25921,25944,25864,25748,25611
162,06,000,73262,00000,00000,0,A,South San Francisco city,California,63632,63660,63740,64492,65639,66308,66895,67297,67286,67212,67733
162,06,000,73962,00000,00000,0,A,Stanton city,California,38186,37827,37901,38231,38381,38563,38519,38678,38655,38399,38234
162,06,000,75000,00000,00000,0,A,Stockton city,California,291707,291731,292446,294922,296666,297172,300670,303926,306407,309316,311178
162,06,000,75630,00000,00000,0,A,Suisun City city,California,28111,28057,28097,28266,28467,28676,29074,29286,29391,29498,29713
162,06,000,77000,00000,00000,0,A,Sunnyvale city,California,140081,140060,140465,143812,146474,148121,149856,151715,153633,153254,153185
162,06,000,77364,00000,00000,0,A,Susanville city,California,17947,17943,17725,17268,16601,15515,15525,15252,14852,15308,15165
162,06,000,77392,00000,00000,0,A,Sutter Creek city,California,2501,2523,2519,2501,2478,2470,2481,2502,2532,2572,2612
162,06,000,77574,00000,00000,0,A,Taft city,California,9327,9289,9285,9284,8922,8927,8893,9470,9365,9390,9396
162,06,000,78092,00000,00000,0,A,Tehachapi city,California,14414,14420,14367,14334,13825,13295,13240,13019,12490,12582,12432
162,06,000,78106,00000,00000,0,A,Tehama city,California,418,418,419,416,417,413,414,415,417,420,421
162,06,000,78120,00000,00000,0,A,Temecula city,California,100097,100020,100710,102644,104308,106102,108713,111185,112451,114006,114742
162,06,000,78148,00000,00000,0,A,Temple City city,California,35558,35550,35554,35723,35869,35928,35950,36099,36301,36205,36120
162,06,000,78582,00000,00000,0,A,Thousand Oaks city,California,126683,126481,126729,127330,127693,128287,128729,128796,128715,128484,127690
162,06,000,78666,00000,00000,0,A,Tiburon town,California,8962,8947,8957,9033,9074,9163,9195,9189,9156,9120,9115
162,06,000,80000,00000,00000,0,A,Torrance city,California,145438,145173,145183,145811,146340,146791,147001,147155,146660,146025,145182
162,06,000,80238,00000,00000,0,A,Tracy city,California,82922,83406,83606,84288,84733,84892,85715,86884,89081,90579,91812
162,06,000,80448,00000,00000,0,A,Trinidad city,California,367,367,367,366,361,359,357,355,359,360,357
162,06,000,80588,00000,00000,0,A,Truckee town,California,16180,16161,16165,16148,16081,16084,16236,16268,16354,16498,16561
162,06,000,80644,00000,00000,0,A,Tulare city,California,59278,59296,59438,59802,60651,60951,61508,62003,62651,63610,64475
162,06,000,80686,00000,00000,0,A,Tulelake city,California,1010,1010,1012,1005,995,987,986,991,990,992,988
162,06,000,80812,00000,00000,0,A,Turlock city,California,68549,68621,68760,69164,69650,70200,70812,71713,72511,73205,73504
162,06,000,80854,00000,00000,0,A,Tustin city,California,75540,75317,75475,76233,77600,78166,80203,80174,80357,80229,79795
162,06,000,80994,00000,00000,0,A,Twentynine Palms city,California,25048,25048,25102,25367,25617,25700,25769,25891,25962,26504,26418
